基金碼,年月日,基金統編,幣別,淨值(元)
T3259A 野村環高債 A,2017/09/01,38480612A,NTD,10.3889
T3259B 野村環高債 B,2017/09/01,38480612B,NTD,8.2382
T3259C 野村環高債A$,2017/09/01,38480612C,USD,10.3848
T3259D 野村環高債B$,2017/09/01,38480612D,USD,8.2563
T3259E 野村環高債AC,2017/09/01,38480612E,RMB,11.292
T3259F 野村環高債BC,2017/09/01,38480612F,RMB,8.9405
T3287A 野村美利高收債A,2017/09/01,42313341A,NTD,11.0407
T3287B 野村美利高收債B,2017/09/01,42313341B,NTD,9.9634
T3287D 野村美利高收債B$,2017/09/01,42313341C,USD,10.3411
T3287F 野村美利高收債BC,2017/09/01,42313341D,RMB,10.6498
T3294C 野村全球短收益 $,2017/09/01,42382347B,USD,10.5291
T3294Y 野村全球短收益,2017/09/01,42382347A,NTD,10.5018
T32A9A 野村亞太新興債A,2017/09/01,42519049A,NTD,10.1688
T32A9B 野村亞太新興債B,2017/09/01,42519049B,NTD,10.1688
T32A9C 野村亞太新興債A$,2017/09/01,42519049C,USD,10.1929
T32A9D 野村亞太新興債B$,2017/09/01,42519049D,USD,10.1929
T32A9E 野村亞太新興債AC,2017/09/01,42519049E,RMB,10.2285
T32A9F 野村亞太新興債BC,2017/09/01,42519049F,RMB,10.2284
T3326A 聯邦新興資源債 A,2017/09/01,31998423A,NTD,11.2899
T3326B 聯邦新興資源債 B,2017/09/01,31998423B,NTD,9.0557
T3516B 未來資亞高收債 B,2017/09/01,26299194B,NTD,10.463
T3516Y 未來亞洲高收債 A,2017/09/01,26299194A,NTD,12.3213
T3520A 未來資產新興債 A,2017/09/01,31939614A,NTD,9.3344
T3520B 未來資產新興債 B,2017/09/01,31939614B,NTD,7.5386
T3607B 安聯全球債 B,2017/09/01,98669250B,NTD,10.8647
T3607Y 安聯全球債 A,2017/09/01,98669250A,NTD,12.2817
T3732A 國泰新興高收債 A,2017/09/01,26331835A,NTD,10.9371
T3732B 國泰新興高收債 B,2017/09/01,26331835B,NTD,7.5108
T3732C 國泰新興高收債A$,2017/09/01,26331835C,USD,0.3509
T3732D 國泰新興高收債B$,2017/09/01,26331835D,USD,0.2469
T3732E 國泰新興高收債AC,2017/09/01,26331835E,RMB,2.2319
T3732F 國泰新興高收債BC,2017/09/01,26331835F,RMB,1.5586
T3732G 國泰新興高收債I$,2017/09/01,26331835G,USD,0.3722
T3737A 國泰策略高收債 A,2017/09/01,31913488A,NTD,11.0278
T3737B 國泰策略高收債 B,2017/09/01,31913488B,NTD,8.4034
T3737C 國泰策略高收債A$,2017/09/01,31913488C,USD,0.3666
T3737D 國泰策略高收債B$,2017/09/01,31913488D,USD,0.2787
T3741U 國泰中國新債USDA,2017/09/01,38482914B,USD,0.3391
T3741Y 國泰中國新興債券,2017/09/01,38482914A,NTD,10.091
T3806A 富達亞洲總報酬A,2017/09/01,42439952A,NTD,10.3507
T3806B 富達亞洲總報酬B,2017/09/01,42439952B,NTD,10.0244
T3806C 富達亞洲總報酬A$,2017/09/01,42439952C,USD,10.548
T3806D 富達亞洲總報酬B$,2017/09/01,42439952D,USD,10.2459
T3806E 富達亞洲總報酬AC,2017/09/01,42439952E,RMB,10.7662
T3806F 富達亞洲總報酬BC,2017/09/01,42439952F,RMB,9.9637
T3806G 富達亞洲總報酬I,2017/09/01,42439952G,NTD,10.1249
T3806H 富達亞洲總報酬Id,2017/09/01,42439952H,NTD,10.0944
T3807A 富達新市企債AA,2017/09/01,42519391A,NTD,10.0528
T3807B 富達新市企債AB,2017/09/01,42519391B,NTD,10.0463
T3807C 富達新市企債AA$,2017/09/01,42519391C,USD,10.0504
T3807D 富達新市企債AB$,2017/09/01,42519391D,USD,10.0503
T3807E 富達新市企債AAC,2017/09/01,42519391E,RMB,10.0569
T3807F 富達新市企債ABC,2017/09/01,42519391F,RMB,10.0573
T3807G 富達新市企債IA,2017/09/01,42519391G,NTD,10.062
T3807H 富達新市企債IB,2017/09/01,42519391H,NTD,10.059
T4214A 施羅德全球策略 A,2017/09/01,26265912A,NTD,11.0557
T4214B 施羅德全球策略 B,2017/09/01,26265912B,NTD,6.9028
T4214C 施羅德全球策略BC,2017/09/01,26265912C,RMB,11.4049
T4216A 施羅德中高 A,2017/09/01,31825598A,NTD,11.9819
T4216B 施羅德中高 B,2017/09/01,31825598B,NTD,9.1687
T4216C 施羅德中高 A-USD,2017/09/01,31825598C,USD,0.4273
T4216D 施羅德中高 B-USD,2017/09/01,31825598D,USD,0.3192
T4216E 施羅德中高 A-CNY,2017/09/01,31825598E,RMB,2.7095
T4216F 施羅德中高 B-CNY,2017/09/01,31825598F,RMB,2.1043
T4218A 施羅德中國債券A$,2017/09/01,31999979A,USD,10.9593
T4218B 施羅德中國債券B$,2017/09/01,31999979B,USD,9.3617
T4218C 施羅德中國債券AC,2017/09/01,31999979C,RMB,11.9527
T4218D 施羅德中國債券BC,2017/09/01,31999979D,RMB,10.232
T4219A 施羅德四年主權B,2017/09/01,42440509A,NTD,10.3061
T4219B 施羅德四年主權A$,2017/09/01,42440509B,USD,10.5825
T4219C 施羅德四年主權B$,2017/09/01,42440509C,USD,10.3257
T4220A 施羅德六年新債,2017/09/01,42478666A,NTD,10.3241
T4220B 施羅德六年新債$,2017/09/01,42478666B,USD,10.359
T4221A 施羅德四新市債A,2017/09/01,42517577A,NTD,10.1068
T4221B 施羅德四新市債B,2017/09/01,42517577B,NTD,10.1355
T4221C 施羅德四新市債A$,2017/09/01,42517577C,USD,10.1191
T4221D 施羅德四新市債B$,2017/09/01,42517577D,USD,10.1186
T4322A 華頓全球高收益 A,2017/09/01,25652470A,NTD,13.6784
T4322B 華頓全球高收益 B,2017/09/01,25652470B,NTD,9.0004
T4325A 華頓新興亞太債 A,2017/09/01,31828693A,NTD,10.8853
T4325B 華頓新興亞太債 B,2017/09/01,31828693B,NTD,8.6127
T4335A 華頓3y人幣新債A,2017/09/01,42530874A,NTD,10.0994
T4335B 華頓3y人幣新債B,2017/09/01,42530874B,NTD,10.0994
T4335C 華頓3y人幣新債AC,2017/09/01,42530874C,RMB,9.9887
T4335D 華頓3y人幣新債BC,2017/09/01,42530874D,RMB,9.9887
T4512A 富蘭全高收債A,2017/09/01,31836244A,NTD,10.7896
T4512B 富蘭全高收債B,2017/09/01,31836244B,NTD,8.0522
T4512C 富蘭全高收債A$,2017/09/01,31836244C,USD,10.1717
T4512D 富蘭全高收債B$,2017/09/01,31836244D,USD,8.1222
T4512E 富蘭全高收債AA,2017/09/01,31836244E,AUD,10.4636
T4512F 富蘭全高收債BA,2017/09/01,31836244F,AUD,8.1745
T4512G 富蘭全高收債AC,2017/09/01,31836244G,RMB,10.9405
T4512H 富蘭全高收債BC,2017/09/01,31836244H,RMB,9.2086
T4512J 富蘭全高收債AZ,2017/09/01,31836244I,ZAR,12.5995
T4512K 富蘭全高收債BZ,2017/09/01,31836244J,ZAR,10.7243
T4512L 富蘭全高收債C,2017/09/01,31836244K,NTD,9.7328
T4512M 富蘭全高收債C$,2017/09/01,31836244L,USD,9.8037
T4512N 富蘭全高收債CC,2017/09/01,31836244M,RMB,9.8521
T4514A 富蘭全球投資債 A,2017/09/01,31920832A,NTD,9.6089
T4514B 富蘭全球投資債 B,2017/09/01,31920832B,NTD,8.4243
T4514C 富蘭全球投資債A$,2017/09/01,31920832C,USD,10.0115
T4514D 富蘭全球投資債B$,2017/09/01,31920832D,USD,9.6606
T4516A 富蘭克林中高債 C,2017/09/01,38547418B,RMB,10.1096
T4516B 富蘭克林中高債 $,2017/09/01,38547418C,USD,9.6872
T4516Y 富蘭克林中國高收,2017/09/01,38547418A,NTD,9.3019
T4732Y 台新亞美短債,2017/09/01,48870809,NTD,11.0435
T4744A 台新亞澳高收債 A,2017/09/01,31829551A,NTD,12.2636
T4744B 台新亞澳高收債 B,2017/09/01,31829551B,NTD,9.3729
T4744C 台新亞澳高收債A$,2017/09/01,31829551C,USD,0.4072
T4744D 台新亞澳高收債B$,2017/09/01,31829551D,USD,0.3179
T4748A 台新新興市場債 A,2017/09/01,31969530A,NTD,10.9059
T4748B 台新新興市場債 B,2017/09/01,31969530B,NTD,8.5935
T4748C 台新新興市場債A$,2017/09/01,31969530C,USD,0.3604
T4748D 台新新興市場債B$,2017/09/01,31969530D,USD,0.2912
T4757A 台新絲路高收債A,2017/09/01,42484962A,NTD,10.0457
T4757B 台新絲路高收債B,2017/09/01,42484962B,NTD,10.0457
T4757C 台新絲路高收債A$,2017/09/01,42484962C,USD,10.0438
T4757D 台新絲路高收債B$,2017/09/01,42484962D,USD,10.048
T4804A 合庫全球高收債 A,2017/09/01,31890485A,NTD,11.353
T4804B 合庫全球高收債 B,2017/09/01,31890485B,NTD,8.7727
T4804C 合庫全球高收債A$,2017/09/01,31890485C,USD,10.8526
T4804D 合庫全球高收債B$,2017/09/01,31890485D,USD,9.5381
T4804E 合庫全球高收債AA,2017/09/01,31890485E,AUD,11.6663
T4804F 合庫全球高收債BA,2017/09/01,31890485F,AUD,9.7636
T4804G 合庫全球高收債AC,2017/09/01,31890485G,RMB,11.9047
T4804H 合庫全球高收債BC,2017/09/01,31890485H,RMB,10.0921
T4804J 合庫全球高收債C$,2017/09/01,31890485I,USD,9.9672
T0117A 兆豐國際新高債 A,2017/08/25,31923107A,NTD,10.2469
T0117B 兆豐國際新高債 B,2017/08/25,31923107B,NTD,8.4349
T0332A 第一金全球高收 A,2017/08/25,25593418A,NTD,14.8862
T0332B 第一金全球高收 B,2017/08/25,25593418B,NTD,9.4516
T0332C 第一金全球高收A$,2017/08/25,25593418C,USD,9.8139
T0332D 第一金全球高收B$,2017/08/25,25593418D,USD,8.3041
T0332E 第一金全球高收AC,2017/08/25,25593418E,RMB,10.8213
T0332F 第一金全球高收BC,2017/08/25,25593418F,RMB,10.192
T0345A 第一金中高債Aa,2017/08/25,42334486A,NTD,9.3782
T0345B 第一金中高債Bb,2017/08/25,42334486B,NTD,8.7547
T0345C 第一金中高債AaC,2017/08/25,42334486C,RMB,10.48
T0345D 第一金中高債BbC,2017/08/25,42334486D,RMB,9.8331
T0440A 匯豐資源豐富國-A,2017/08/25,25695077A,NTD,9.3515
T0440B 匯豐資源豐富國-B,2017/08/25,25695077B,NTD,6.0574
T0443A 匯豐亞洲高收債A,2017/08/25,26286281A,NTD,11.9037
T0443B 匯豐亞洲高收債B,2017/08/25,26286281B,NTD,8.6507
T0443C 匯豐亞洲高收債AC,2017/08/25,26286281C,RMB,2.5562
T0443D 匯豐亞洲高收債BC,2017/08/25,26286281D,RMB,2.4437
T0443E 匯豐亞洲高收債A$,2017/08/25,26286281E,USD,0.3856
T0443F 匯豐亞洲高收債B$,2017/08/25,26286281F,USD,0.3616
T0449A 匯豐中高收A-CNY,2017/08/25,26396604B,RMB,2.3918
T0449B 匯豐中高收B-CNY,2017/08/25,26396604C,RMB,2.0418
T0449C 匯豐中高收B,2017/08/25,26396604D,NTD,10.1272
T0449D 匯豐中高收A$,2017/08/25,26396604E,USD,0.3594
T0449E 匯豐中高收B$,2017/08/25,26396604F,USD,0.3135
T0449Y 匯豐中高收A,2017/08/25,26396604A,NTD,11.8766
T0566Y 元大中國高收點心,2017/08/25,26394367,NTD,11.0837
T0594A 元大中國機會債券,2017/08/25,38546950A,NTD,9.8208
T0594B 元大中國機債 A C,2017/08/25,38546950B,RMB,10.5031
T0594C 元大中國機債 B C,2017/08/25,38546950C,RMB,9.8953
T0598A 元大新興印尼債A,2017/08/25,42321314A,NTD,11.2151
T0598B 元大新興印尼債B,2017/08/25,42321314B,NTD,10.3194
T0598C 元大新興印尼債B$,2017/08/25,42321314C,USD,11.1947
T0598D 元大新興印尼債BC,2017/08/25,42321314D,RMB,11.6593
T0599A 元大美元公司債A,2017/08/25,42381749A,NTD,9.6332
T0599B 元大美元公司債B,2017/08/25,42381749B,NTD,9.1797
T0599C 元大美元公司債A$,2017/08/25,42381749C,USD,10.4932
T0599D 元大美元公司債B$,2017/08/25,42381749D,USD,9.933
T05A6A 元大新亞USD債A,2017/08/25,42481326A,NTD,10.07
T05A6B 元大新亞USD債AH,2017/08/25,42481326B,NTD,10.031
T05A6C 元大新亞USD債B,2017/08/25,42481326C,NTD,10.0119
T05A6D 元大新亞USD債A$,2017/08/25,42481326D,USD,10.1066
T05A6E 元大新亞USD債B$,2017/08/25,42481326E,USD,10.0483
T0612A 景順人幣新亞息 A,2017/08/25,38522556A,NTD,10.524
T0612B 景順人幣新亞息 B,2017/08/25,38522556B,NTD,8.8277
T0612C 景順人幣新亞息A$,2017/08/25,38522556C,USD,10.6247
T0612D 景順人幣新亞息B$,2017/08/25,38522556D,USD,8.9754
T0612E 景順人幣新亞息AC,2017/08/25,38522556E,RMB,11.3873
T0612F 景順人幣新亞息BC,2017/08/25,38522556F,RMB,9.6197
T0614A 景順2023新主債A,2017/08/25,42524129A,NTD,10.0286
T0614B 景順2023新主債B,2017/08/25,42524129B,NTD,10.0251
T0614C 景順2023新主債A$,2017/08/25,42524129C,USD,10.0807
T0614D 景順2023新主債B$,2017/08/25,42524129D,USD,10.0824
T0737A 瀚亞全球高收債 A,2017/08/25,26257384A,NTD,12.4128
T0737B 瀚亞全球高收債 B,2017/08/25,26257384B,NTD,8.5791
T0737C 瀚亞全球高收債 C,2017/08/25,26257384C,NTD,9.6048
T0737D 瀚亞全球高收債A$,2017/08/25,26257384D,USD,10.3514
T0737E 瀚亞全球高收債B$,2017/08/25,26257384E,USD,8.5283
T0737F 瀚亞全球高收債AA,2017/08/25,26257384F,AUD,10.085
T0737G 瀚亞全球高收債BA,2017/08/25,26257384G,AUD,7.6798
T0737H 瀚亞全球高收債AC,2017/08/25,26257384H,RMB,10.5039
T0737J 瀚亞全球高收債BC,2017/08/25,26257384I,RMB,8.1621
T0746A 瀚亞南非債A-RAND,2017/08/25,31999540A,ZAR,12.1634
T0746B 瀚亞南非債B-RAND,2017/08/25,31999540B,ZAR,9.2213
T0811Y 保德信瑞騰,2017/08/25,20089122,NTD,15.4792
T0840A 保德信亞新興債 A,2017/08/25,26320990A,NTD,11.6514
T0840B 保德信亞新興債 B,2017/08/25,26320990B,NTD,9.2134
T0860A 保德信新企業債 A,2017/08/25,31968075A,NTD,11.1663
T0860B 保德信新企業債 B,2017/08/25,31968075B,NTD,8.8636
T0928A 統一新興企業債 A,2017/08/25,31980155A,NTD,10.7281
T0928B 統一新興企業債 B,2017/08/25,31980155B,NTD,8.8837
T0932A 統一中國高收債A,2017/08/25,42326710A,NTD,10.6845
T0932B 統一中國高收債B,2017/08/25,42326710B,NTD,9.6091
T0932C 統一中國高收債A$,2017/08/25,42326710C,USD,11.0503
T0932D 統一中國高收債B$,2017/08/25,42326710D,USD,9.9505
T0932E 統一中國高收債AC,2017/08/25,42326710E,RMB,11.5485
T0932F 統一中國高收債BC,2017/08/25,42326710F,RMB,10.317
T1034A 富邦全球投資 A,2017/08/25,26275812A,NTD,10.9592
T1034B 富邦全球投資 B,2017/08/25,26275812B,NTD,9.6281
T1034C 富邦全球投資 A$,2017/08/25,26275812C,USD,0.3477
T1034D 富邦全球投資 B$,2017/08/25,26275812D,USD,0.34
T1039A 富邦策略高收債A,2017/08/25,31826230A,NTD,12.3753
T1039B 富邦策略高收債B,2017/08/25,31826230B,NTD,9.9617
T1039C 富邦策略高收債C,2017/08/25,31826230C,NTD,9.4482
T1039D 富邦策略高收債A$,2017/08/25,31826230D,USD,0.4024
T1039E 富邦策略高收債C$,2017/08/25,31826230E,USD,0.3145
T1041A 富邦中高債 A-CNY,2017/08/25,31946426A,RMB,13.0481
T1041B 富邦中高債 B-CNY,2017/08/25,31946426B,RMB,10.1375
T1041C 富邦中高債 A-USD,2017/08/25,31946426C,USD,1.9406
T1041D 富邦中高債 B-USD,2017/08/25,31946426D,USD,1.5528
T1042A 富邦中優債 A-CNY,2017/08/25,31946404A,RMB,11.5077
T1042B 富邦中優債 B-CNY,2017/08/25,31946404B,RMB,10.2473
T1042C 富邦中優債 A-USD,2017/08/25,31946404C,USD,1.7008
T1042D 富邦中優債 B-USD,2017/08/25,31946404D,USD,1.5335
T1139A 摩根新市高收 A,2017/08/25,26297196A,NTD,11.1741
T1139B 摩根新市高收 B,2017/08/25,26297196B,NTD,8.3224
T1140A 摩根亞洲高收債 A,2017/08/25,26376229A,NTD,12.7417
T1140B 摩根亞洲高收債 B,2017/08/25,26376229B,NTD,9.263
T1140C 摩根亞洲高債B$,2017/08/25,26376229C,USD,9.4635
T1140E 摩根亞洲高收債BC,2017/08/25,26376229D,RMB,10.5724
T1141A 摩根新興龍虎債 A,2017/08/25,31892738A,NTD,10.936
T1141B 摩根新興龍虎債 B,2017/08/25,31892738B,NTD,8.9441
T1233A 華南人民幣高收 A,2017/08/25,31972492A,NTD,10.2906
T1233B 華南人民幣高收 B,2017/08/25,31972492B,NTD,8.3881
T1233C 華南人民幣高收AC,2017/08/25,31972492C,RMB,11.0562
T1233D 華南人民幣高收BC,2017/08/25,31972492D,RMB,9.0388
T1255A 華四年新美元債A,2017/08/25,42519293A,NTD,9.6342
T1255B 華四年新美元債B,2017/08/25,42519293B,NTD,9.6342
T1255C 華四年新美元債A$,2017/08/25,42519293C,USD,9.6278
T1255D 華四年新美元債B$,2017/08/25,42519293D,USD,9.6278
T1434A 新光全球債券A,2017/08/25,42443463A,NTD,9.8068
T1434B 新光全球債券B,2017/08/25,42443463B,NTD,9.6709
T1434C 新光全球債券A$,2017/08/25,42443463C,USD,10.2324
T1434D 新光全球債券B$,2017/08/25,42443463D,USD,10.097
T1435A 新光新大東協債A,2017/08/25,42467422A,NTD,10.0739
T1435B 新光新大東協債B,2017/08/25,42467422B,NTD,9.9652
T1435C 新光新大東協債A$,2017/08/25,42467422C,USD,10.2305
T1435D 新光新大東協債B$,2017/08/25,42467422D,USD,10.1188
T1435E 新光新大東協債AC,2017/08/25,42467422E,RMB,9.9287
T1435F 新光新大東協債BC,2017/08/25,42467422F,RMB,9.8169
T1503A 瑞銀亞洲高收債 A,2017/08/25,26289695A,NTD,14.0853
T1503B 瑞銀亞洲高收債 B,2017/08/25,26289695B,NTD,9.1894
T1626A 群益亞新投資債 A,2017/08/25,31816633A,NTD,9.9679
T1626B 群益亞新投資債 B,2017/08/25,31816633B,NTD,7.9791
T1628A 群益全球新興債 A,2017/08/25,31892569A,NTD,10.3927
T1628B 群益全球新興債 B,2017/08/25,31892569B,NTD,7.9217
T1654A 群益中國高收債,2017/08/25,38621459A,NTD,10.2197
T1654B 群益中國高收債$,2017/08/25,38621459B,USD,10.6838
T1654C 群益中國高收債C,2017/08/25,38621459C,RMB,11.2488
T1711Y 德信萬瑞,2017/08/25,99636428,NTD,10.9461
T1809A 聯博新市企業債A2,2017/08/25,31936709A,NTD,10.7801
T1809B 聯博新市企業債AA,2017/08/25,31936709B,NTD,8.3205
T1809D 聯博新企業債 AA$,2017/08/25,31936709D,USD,14.9233
T1814A 聯博全球高收債T2,2017/08/25,38654486A,NTD,10.47
T1814B 聯博全球高收債TA,2017/08/25,38654486B,NTD,8.81
T1814C 聯博全球高收債A$,2017/08/25,38654486C,USD,13.64
T1814D 聯博全球高收債AC,2017/08/25,38654486D,RMB,13.88
T1814E 聯博全球高收債AA,2017/08/25,38654486E,AUD,13.35
T1814F 聯博全球高收債AZ,2017/08/25,38654486F,ZAR,14.39
T1814G 聯博全球高收債2C,2017/08/25,38654486G,RMB,15.53
T1815A 聯博新亞洲收A2,2017/08/25,42519821A,NTD,10.08
T1815B 聯博新亞洲收AA,2017/08/25,42519821B,NTD,10.08
T1815C 聯博新亞洲收AA $,2017/08/25,42519821C,USD,15.18
T1815D 聯博新亞洲收AA C,2017/08/25,42519821D,RMB,15.23
T2038A 日盛亞洲高收債 A,2017/08/25,31827147A,NTD,12.8688
T2038B 日盛亞洲高收債 B,2017/08/25,31827147B,NTD,9.3933
T2038C 日盛亞洲高收債AC,2017/08/25,31827147C,RMB,2.5064
T2038D 日盛亞洲高收債BC,2017/08/25,31827147D,RMB,1.8546
T2038E 日盛亞洲高收債A$,2017/08/25,31827147E,USD,0.3873
T2038F 日盛亞洲高收債B$,2017/08/25,31827147F,USD,0.288
T2040A 日盛全球新興債 A,2017/08/25,31967890A,NTD,11.1738
T2040B 日盛全球新興債 B,2017/08/25,31967890B,NTD,9.1223
T2045A 日盛中國高收債A,2017/08/25,38648871A,NTD,10.884
T2045B 日盛中國高收債B,2017/08/25,38648871B,NTD,9.6289
T2045C 日盛中國高收債AC,2017/08/25,38648871C,RMB,12.0117
T2045D 日盛中國高收債BC,2017/08/25,38648871D,RMB,10.6338
T2045E 日盛中國高收債A$,2017/08/25,38648871E,USD,12.0107
T2045F 日盛中國高收債B$,2017/08/25,38648871F,USD,10.723
T2058A 日盛全球高收債A,2017/08/25,42480537A,NTD,10.0119
T2058B 日盛全球高收債B,2017/08/25,42480537B,NTD,9.9263
T2058C 日盛全球高收債A$,2017/08/25,42480537C,USD,10.0667
T2058D 日盛全球高收債B$,2017/08/25,42480537D,USD,9.9804
T2108A 柏瑞美國雙核收 A,2017/08/25,48873398A,NTD,11.7867
T2108B 柏瑞美國雙核收 B,2017/08/25,48873398B,NTD,7.9918
T2111A 柏瑞全球策略高 A,2017/08/25,10340936A,NTD,13.547
T2111B 柏瑞全球策略高 B,2017/08/25,10340936B,NTD,7.245
T2111C 柏瑞全球策高B-AU,2017/08/25,10340936C,AUD,8.8441
T2111D 柏瑞全策高 B-ZAR,2017/08/25,10340936D,ZAR,9.0417
T2111E 柏瑞全球策略高AC,2017/08/25,10340936E,RMB,11.7445
T2111F 柏瑞全球策略高BC,2017/08/25,10340936F,RMB,9.3743
T2111G 柏瑞全球策略高 N,2017/08/25,10340936H,NTD,9.6033
T2111H 柏瑞全球策略高NC,2017/08/25,10340936G,RMB,10.4722
T2111J 柏瑞全策略高N9,2017/08/25,10340936I,NTD,11.736
T2111K 柏瑞全策略高N9 C,2017/08/25,10340936J,RMB,11.9184
T2111L 柏瑞全球策略高A$,2017/08/25,10340936K,USD,12.4952
T2111M 柏瑞全球策略高B$,2017/08/25,10340936L,USD,11.4552
T2111N 柏瑞全球策略高N$,2017/08/25,10340936M,USD,10.1892
T2111P 柏瑞全策略高N9 $,2017/08/25,10340936N,USD,11.3752
T2111R 柏瑞全球策略高NZ,2017/08/25,10340936P,ZAR,10.3337
T2111S 柏全球策略高 N9Z,2017/08/25,10340936Q,ZAR,11.33
T2111T 柏瑞全球策略高Bt,2017/08/25,10340936R,NTD,9.8881
T2113A 柏瑞新興高收債 A,2017/08/25,25682798A,NTD,12.5822
T2113B 柏瑞新興高收債 B,2017/08/25,25682798B,NTD,7.9312
T2113C 柏瑞新興高收債AC,2017/08/25,25682798D,RMB,11.8611
T2113D 柏瑞新興高收債BC,2017/08/25,25682798C,RMB,9.9414
T2113E 柏瑞新興高收債N,2017/08/25,25682798E,NTD,10.1173
T2113F 柏瑞新興高收債N9,2017/08/25,25682798F,NTD,10.8161
T2113G 柏瑞新興高收債NC,2017/08/25,25682798G,RMB,10.7507
T2113J 柏瑞新興高收債A$,2017/08/25,25682798I,USD,11.3808
T2113K 柏瑞新興高收債B$,2017/08/25,25682798J,USD,10.6055
T2113L 柏瑞新興高收債N$,2017/08/25,25682798K,USD,10.8306
T2113M 柏瑞新興高債N9 $,2017/08/25,25682798L,USD,11.3972
T2117A 柏瑞新市企業債 A,2017/08/25,31827266A,NTD,11.8559
T2117B 柏瑞新市企業債 B,2017/08/25,31827266B,NTD,9.142
T2117C 柏瑞新市企業債AC,2017/08/25,31827266D,RMB,11.2387
T2117D 柏瑞新市企業債BC,2017/08/25,31827266C,RMB,10.199
T2117E 柏瑞新市企業債N,2017/08/25,31827266E,NTD,9.8782
T2117F 柏瑞新市企債N9,2017/08/25,31827266F,NTD,10.4107
T2117G 柏瑞新市企業債NC,2017/08/25,31827266G,RMB,10.5666
T2117H 柏瑞新市企債N9 C,2017/08/25,31827266H,RMB,10.8106
T2117J 柏瑞新市企業債A$,2017/08/25,31827266I,USD,10.505
T2117K 柏瑞新市企業債B$,2017/08/25,31827266J,USD,10.1841
T2117L 柏瑞新市企業債N$,2017/08/25,31827266K,USD,10.1969
T2117M 柏瑞新市企債N9 $,2017/08/25,31827266L,USD,10.488
T2117Q 柏瑞新市企業債NZ,2017/08/25,31827266O,ZAR,9.8878
T2118A 柏瑞新亞太策債 A,2017/08/25,38495354A,NTD,11.5419
T2118B 柏瑞新亞太策債 B,2017/08/25,38495354B,NTD,9.8815
T2118C 柏瑞新亞太策債AC,2017/08/25,38495354D,RMB,11.9157
T2118D 柏瑞新亞太策債BC,2017/08/25,38495354C,RMB,10.4241
T2118E 柏瑞新亞太策債N,2017/08/25,38495354E,NTD,10.0402
T2118F 柏瑞新亞策債N9,2017/08/25,38495354F,NTD,10.2978
T2118G 柏瑞新亞太策債NC,2017/08/25,38495354G,RMB,10.6473
T2118H 柏瑞新亞策債N9 C,2017/08/25,38495354H,RMB,11.2312
T2118J 柏瑞新亞太策債A$,2017/08/25,38495354I,USD,11.0599
T2118K 柏瑞新亞太策債B$,2017/08/25,38495354J,USD,10.3534
T2118L 柏瑞新亞太策債N$,2017/08/25,38495354K,USD,10.1088
T2118M 柏瑞新亞策債N9 $,2017/08/25,38495354L,USD,10.5347
T2118S 柏瑞新亞太策債Ns,2017/08/25,38495354Q,NTD,10.1155
T2122A 柏瑞亞太高收債A,2017/08/25,42329391A,NTD,10.9818
T2122B 柏瑞亞太高收債B,2017/08/25,42329391B,NTD,9.9344
T2122C 柏瑞亞太高收債N,2017/08/25,42329391C,NTD,9.9344
T2122D 柏瑞亞太高收債AC,2017/08/25,42329391D,RMB,12.0335
T2122E 柏瑞亞太高收債BC,2017/08/25,42329391E,RMB,10.7046
T2122F 柏瑞亞太高收債NC,2017/08/25,42329391F,RMB,10.7049
T2122G 柏瑞亞太高收債A$,2017/08/25,42329391G,USD,11.5138
T2122H 柏瑞亞太高收債B$,2017/08/25,42329391H,USD,10.4394
T2122J 柏瑞亞太高收債N$,2017/08/25,42329391I,USD,10.4397
T2122K 柏瑞亞太高收債N9,2017/08/25,42329391J,NTD,10.6862
T2122L 柏瑞亞太高收N9 C,2017/08/25,42329391K,RMB,11.2041
T2122M 柏瑞亞太高收N9 $,2017/08/25,42329391L,USD,11.1234
T2211Y 復華全球債券,2017/08/25,14916692,NTD,13.8352
T2263Y 復華全球短期收益,2017/08/25,25590496A,NTD,11.531
T2274Y 復華新興短期收益,2017/08/25,26305800,NTD,10.97
T2275A 復華新興高收債 A,2017/08/25,26305816A,NTD,10.13
T2275B 復華新興高收債 B,2017/08/25,26305816B,NTD,6.44
T2275C 復華新興高收債BZ,2017/08/25,26305816C,ZAR,14.54
T2275D 復華新興高收債BC,2017/08/25,26305816D,RMB,13.76
T2280A 復華南非幣短收 A,2017/08/25,31901878A,ZAR,12.81
T2280B 復華南非幣短收 B,2017/08/25,31901878B,ZAR,9.21
T2281A 復華南非幣長收 A,2017/08/25,31901899A,ZAR,12.24
T2281B 復華南非幣長收 B,2017/08/25,31901899B,ZAR,8.29
T2285A 復華新興人民債 A,2017/08/25,31939229A,RMB,11.54
T2285B 復華新興人民債 B,2017/08/25,31939229B,RMB,9.28
T2288Y 復華新興人民幣短,2017/08/25,38524294,NTD,10.28
T2540A 永豐中高收 A-CNY,2017/08/25,31842338B,RMB,2.4798
T2540B 永豐中高收 B-CNY,2017/08/25,31842338C,RMB,1.9865
T2540C 永豐中國高收債 B,2017/08/25,31842338D,NTD,9.1581
T2540Y 永豐中高收益債 A,2017/08/25,31842338A,NTD,11.1012
T2541A 永豐新興企業債 A,2017/08/25,31909604A,NTD,10.7142
T2541B 永豐新興企業債 B,2017/08/25,31909604B,NTD,8.4034
