基金碼,年月日,基金統編,幣別,淨值(元)
T0349A 第一金水電 A,2018/02/23,42539761A,NTD,9.27
T0349B 第一金水電 B,2018/02/23,42539761B,NTD,9.15
T0349C 第一金水電 A $,2018/02/23,42539761C,USD,9.4398
T0349D 第一金水電 B $,2018/02/23,42539761D,USD,9.3251
T0349E 第一金水電 AN,2018/02/23,42539761E,NTD,9.27
T0349F 第一金水電 BN,2018/02/23,42539761F,NTD,9.16
T0349G 第一金水電 AN$,2018/02/23,42539761G,USD,9.4412
T0349H 第一金水電 BN$,2018/02/23,42539761H,USD,9.3262
T0406Y 匯豐成功,2018/02/23,76941376,NTD,38.18
T0408Y 匯豐龍鳳A,2018/02/23,01031298A,NTD,51.05
T0410Y 匯豐龍騰電子,2018/02/23,92017794,NTD,37.12
T0415Y 匯豐台灣精典,2018/02/23,73987671,NTD,23.83
T0417Y 匯豐太平洋精典,2018/02/23,18031954,NTD,18.37
T0425Y 匯豐金磚動力,2018/02/23,48686374,NTD,15.84
T0428Y 匯豐新鑽動力,2018/02/23,48784327,NTD,11.85
T0431Y 匯豐全球關鍵資源,2018/02/23,48925001,NTD,7.93
T0436A 匯豐中國動力 CNY,2018/02/23,25500903B,RMB,3.63
T0436B 匯豐中國動力 USD,2018/02/23,25500903C,USD,0.57
T0436Y 匯豐中國動力,2018/02/23,25500903A,NTD,16.83
T0439Y 匯豐黃金及礦業股,2018/02/23,25651866,NTD,5.12
T0447Y 匯豐拉丁美洲,2018/02/23,26335699,NTD,8.38
T0453A 匯豐中國 A股聚 C,2018/02/23,38482745B,RMB,3.1548
T0453B 匯豐中國 A股聚 $,2018/02/23,38482745C,USD,0.4987
T0453Y 匯豐中國 A股匯聚,2018/02/23,38482745A,NTD,14.6146
T0475A 匯豐中國科技精選,2018/02/23,42325064A,NTD,11.15
T0475B 匯豐中國科技選 C,2018/02/23,42325064B,RMB,12.5
T0475C 匯豐中國科技選 $,2018/02/23,42325064C,USD,12.58
T0502Y 元多福,2018/02/23,01032058,NTD,54.41
T0503Y 元大多多基金,2018/02/23,92001765,NTD,18.7
T0504Y 元卓越,2018/02/23,92026219,NTD,50.46
T0506Y 元店頭,2018/02/23,20080023,NTD,8.77
T0508Y 元高科,2018/02/23,81584335,NTD,17.02
T0509Y 元大經貿基金,2018/02/23,83863951,NTD,35.23
T0513Y 新主流,2018/02/23,17139204,NTD,24.1
T0516Y 元大巴菲特基金,2018/02/23,18036281,NTD,29.42
T0537Y 元大亞太成長基金,2018/02/23,48708243,NTD,10.32
T0538Y 元大泛歐成長基金,2018/02/23,48753324,NTD,9.5
T0546A 元大全球公用能 A,2018/02/23,48952816A,NTD,9.16
T0546B 元大全球公用能 B,2018/02/23,48952816B,NTD,7.02
T0553Y 元大全球農業商機,2018/02/23,10348058,NTD,16.63
T0556A 元大新中國 $,2018/02/23,25520400B,USD,12.53
T0556B 元大新中國 C,2018/02/23,25520400C,RMB,12.29
T0556Y 元大新中國基金,2018/02/23,25520400A,NTD,11.86
T0557Y 元大印度基金,2018/02/23,25622390,NTD,12.72
T0558Y 元大新興亞洲,2018/02/23,25643156,NTD,12.29
T0560Y 元大華夏中小,2018/02/23,26206323,NTD,8.9
T0567Y 元2001,2018/02/23,00974066,NTD,63.24
T0568Y 元大績效基金,2018/02/23,92004566,NTD,50.43
T0572Y 元大精準中小基金,2018/02/23,14542287,NTD,21.57
T0589Y 元大新興市場 ESG,2018/02/23,26326707,NTD,13.66
T0596A 元大大中華 TMT,2018/02/23,38639090A,NTD,11.61
T0596B 元大大中華 TMT C,2018/02/23,38639090B,RMB,12.61
T0597A 元大全股票入息A,2018/02/23,42307684A,NTD,10.69
T0597B 元大全股票入息B,2018/02/23,42307684B,NTD,9.75
T0597C 元大全股票入息B$,2018/02/23,42307684C,USD,10.336
T0601Y 景順潛力,2018/02/23,92019786,NTD,36.15
T0603Y 景順全球科技,2018/02/23,97993482,NTD,20.83
T0605Y 景順台灣科技,2018/02/23,73989256,NTD,35.37
T0606Y 景順主流,2018/02/23,17140568,NTD,19.59
T0609Y 景順全球康健,2018/02/23,14687516,NTD,17.38
T0704Y 瀚亞高科技,2018/02/23,92003102,NTD,57.74
T0705Y 瀚亞外銷,2018/02/23,92012572,NTD,40.06
T0708Y 瀚亞菁華,2018/02/23,97990696,NTD,21.44
T0711Y 瀚亞中小型股,2018/02/23,81595924,NTD,21.05
T0715Y 瀚亞電通網,2018/02/23,17603899,NTD,14.94
T0716Y 瀚亞歐洲,2018/02/23,17611814,NTD,11.92
T0718Y 瀚亞美國高科技,2018/02/23,14692623,NTD,24.6
T0723A 瀚亞印度 USD,2018/02/23,21704130B,USD,13.89
T0723B 瀚亞印度 CNY,2018/02/23,21704130C,RMB,13.57
T0723Y 瀚亞印度,2018/02/23,21704130A,NTD,29.3
T0727B 瀚亞亞太高股息 B,2018/02/23,48733897B,NTD,9.88
T0727C 瀚亞亞太高股息A$,2018/02/23,48733897C,USD,11.75
T0727D 瀚亞亞太高股息B$,2018/02/23,48733897D,USD,10.36
T0727E 瀚亞亞太高股息AC,2018/02/23,48733897E,RMB,12.14
T0727F 瀚亞亞太高股息BC,2018/02/23,48733897F,RMB,9.99
T0727Y 瀚亞亞太高股息 A,2018/02/23,48733897A,NTD,15.84
T0732Y 瀚亞亞太基礎建設,2018/02/23,48885958,NTD,11.47
T0735B 瀚亞非洲B-RAND,2018/02/23,10357632B,ZAR,11.95
T0735Y 瀚亞非洲 A,2018/02/23,10357632A,NTD,23.02
T0736Y 瀚亞巴西,2018/02/23,25633559,NTD,5.66
T0739A 瀚亞中國 A股C,2018/02/23,26384902B,RMB,14.67
T0739Y 瀚亞中國 A股,2018/02/23,26384902A,NTD,15.86
T0751A 瀚亞全球策收股A,2018/02/23,42443772A,NTD,10.58
T0751B 瀚亞全球策收股B,2018/02/23,42443772B,NTD,10.13
T0751C 瀚亞全球策收股A$,2018/02/23,42443772C,USD,11.48
T0751D 瀚亞全球策收股B$,2018/02/23,42443772D,USD,10.94
T0751E 瀚亞全球策收股AC,2018/02/23,42443772E,RMB,10.87
T0751F 瀚亞全球策收股BC,2018/02/23,42443772F,RMB,10.29
T0802Y 保德信高成長Aa,2018/02/23,01032183,NTD,84.75
T0803Y 保德信金滿意,2018/02/23,92013967,NTD,40.04
T0804Y 保德信亞太,2018/02/23,92029139,NTD,22.77
T0806Y 保德信店頭,2018/02/23,97988636,NTD,33.4
T0807Y 保德信第一,2018/02/23,20097447,NTD,24.82
T0808Y 保德信科技島,2018/02/23,73990649,NTD,24.21
T0809Y 保德信大中華,2018/02/23,73998065A,NTD,32
T0810Y 保德信中小型,2018/02/23,83866508,NTD,42.74
T0812Y 保德信新世紀,2018/02/23,17602625,NTD,9.96
T0815Y 保德信台商全方位,2018/02/23,13528977,NTD,33.23
T0816B 保德信全球醫療 $,2018/02/23,14692638B,USD,9.63
T0816Y 保德信全球醫療生,2018/02/23,14692638A,NTD,30.34
T0817Y 保德信全球中小,2018/02/23,98755451A,NTD,29.6
T0826Y 保德信全球資源,2018/02/23,48938250,NTD,7.63
T0827Y 保德信全球基礎建,2018/02/23,48970455,NTD,11.7
T0828Y 保德信全球消費商,2018/02/23,10307155,NTD,17.75
T0830Y 保德信拉丁美洲,2018/02/23,25674811,NTD,7.9
T0832B 保德信中國品牌 $,2018/02/23,26290779B,USD,10.63
T0832C 保德信中國品牌 C,2018/02/23,26290779C,RMB,10.82
T0832Y 保德信中國品牌,2018/02/23,26290779A,NTD,11.61
T0836B 保德信中國中小 $,2018/02/23,38551094B,USD,11.16
T0836C 保德信中國中小 C,2018/02/23,38551094C,RMB,10.67
T0836Y 保德信中國中小,2018/02/23,38551094A,NTD,10.24
T0901Y 統一統信,2018/02/23,77537493,NTD,30.92
T0902Y 統一全天候A,2018/02/23,01031699A,NTD,100.04
T0903Y 統一黑馬,2018/02/23,92002244,NTD,54.42
T0904Y 統一龍馬,2018/02/23,92012762,NTD,66.99
T0906Y 統一中小,2018/02/23,97977878,NTD,24.35
T0909Y 統一經建,2018/02/23,81581724,NTD,42.32
T0910Y 統一奔騰,2018/02/23,73990253,NTD,53.24
T0911Y 統一大滿貫A,2018/02/23,17605622A,NTD,31.99
T0912Y 統一亞太,2018/02/23,18030553,NTD,27.36
T0921Y 統一強漢,2018/02/23,48863201A,NTD,25.07
T0922Y 統一台灣動力,2018/02/23,48934304,NTD,15.55
T0923Y 統一大龍印,2018/02/23,25637393,NTD,17.51
T0924Y 統一大中華中小,2018/02/23,26202889A,NTD,13.35
T0925Y 統一亞洲科技能源,2018/02/23,26318517,NTD,20.12
T0927Y 統一亞洲大金磚,2018/02/23,31841577,NTD,13.3
T0931Y 統一大龍騰中國,2018/02/23,38592911A,NTD,10.83
T0933A 統一全球新科技,2018/02/23,42386152A,NTD,14.59
T0933B 統一全球新科技 $,2018/02/23,42386152B,USD,16.02
T0933C 統一全球新科技 C,2018/02/23,42386152C,RMB,15.69
T1001Y 富邦FB A,2018/02/23,00974018A,NTD,12.35
T1004Y 富邦精準,2018/02/23,92002384,NTD,44.4
T1005Y 富邦長紅,2018/02/23,92010477,NTD,61.46
T1010Y 精銳FB,2018/02/23,20089755,NTD,10.76
T1011Y 富邦高成長,2018/02/23,81585475,NTD,23.12
T1012Y 科技FB,2018/02/23,83864683,NTD,23.1
T1017Y 富邦台灣心,2018/02/23,17148301,NTD,20.7
T1028B 富邦大中華成長 $,2018/02/23,48908684B,USD,0.25
T1028Y 富邦大中華成長,2018/02/23,48908684A,NTD,7.33
T1102Y 摩根台灣增長,2018/02/23,01032162,NTD,50.42
T1103Y 摩根新興日本,2018/02/23,92005896,NTD,25.17
T1104Y 摩根新興科技,2018/02/23,92012025,NTD,56.98
T1106Y 摩根亞洲,2018/02/23,92023780,NTD,59.01
T1108Y 摩根龍揚,2018/02/23,97999612,NTD,35.68
T1109Y 摩根東方科技,2018/02/23,20096209,NTD,37.68
T1110Y 摩根大歐洲,2018/02/23,73980092,NTD,18.35
T1111Y 摩根中小,2018/02/23,73989501,NTD,24.18
T1119Y 摩根全球α,2018/02/23,29245757,NTD,18.81
T1124Y 摩根絕對日本,2018/02/23,48727760,NTD,14.27
T1125Y 摩根新興35,2018/02/23,48768614,NTD,14.47
T1127Y 摩根全球發,2018/02/23,48860963,NTD,12.75
T1129Y 摩根新絲路,2018/02/23,48974190,NTD,11.22
T1130Y 摩根東方內需機會,2018/02/23,10313109,NTD,18.7
T1131Y 摩根金龍收成,2018/02/23,10348445,NTD,23.9
T1134Y 摩根中國亮點,2018/02/23,25627402,NTD,14.75
T1135Y 摩根台灣金磚A,2018/02/23,25636367A,NTD,20.22
T1136Y 摩根新金磚五國,2018/02/23,25684986,NTD,12.77
T1142B 摩根中國 A股 USD,2018/02/23,31944996B,USD,13.02
T1142Y 摩根中國 A股,2018/02/23,31944996A,NTD,15.75
T1145A 摩根泛亞太入息 A,2018/02/23,38532914A,NTD,11.64
T1145B 摩根泛亞太入息 B,2018/02/23,38532914B,NTD,10.13
T1145C 摩根泛亞太入息B$,2018/02/23,38532914C,USD,10.39
T1145E 摩根泛亞太入息BC,2018/02/23,38532914D,RMB,10.73
T1155A 摩根環股收益A,2018/02/23,42381001A,NTD,11.04
T1155B 摩根環股收益B,2018/02/23,42381001B,NTD,10.24
T1155C 摩根環股收益B$,2018/02/23,42381001C,USD,11.3
T1155D 摩根環股收益BC,2018/02/23,42381001D,RMB,11.36
T1201Y 華南永昌永昌,2018/02/23,00973762,NTD,19.32
T1217Y 華南永昌全球精品,2018/02/23,48824897,NTD,14.49
T1222Y 華南永昌全球神農,2018/02/23,48963047,NTD,10.22
T1238A 華南永昌中國A股C,2018/02/23,38546656B,RMB,8.27
T1238B 華南永昌中國A股$,2018/02/23,38546656C,USD,8.63
T1238Y 華南永昌中國A 股,2018/02/23,38546656A,NTD,11.98
T1249Y 華南物聯網,2018/02/23,42298518,NTD,12.83
T1254Y 華南永昌策略報酬,2018/02/23,42408753,NTD,10.66
T1402B 新光亞洲精選 USD,2018/02/23,15743509B,USD,26.18
T1402Y 新光亞洲精選,2018/02/23,15743509A,NTD,25.19
T1403B 新光中國成長$,2018/02/23,25515841B,USD,13.25
T1403C 新光中國成長C,2018/02/23,25515841C,RMB,12.19
T1403Y 新光中國成長,2018/02/23,25515841A,NTD,12.55
T1405Y 新光創新科技,2018/02/23,81585242,NTD,15.06
T1407Y 新光店頭,2018/02/23,73998071,NTD,24.72
T1408Y 新光大三通,2018/02/23,13986924,NTD,19.61
T1411Y 新光台灣富貴,2018/02/23,00974241,NTD,23.84
T1419Y 新光兩岸優勢,2018/02/23,25683760,NTD,14.37
T1430B 新光全球生醫療 $,2018/02/23,38600433B,USD,11.57
T1430Y 新光全球生技醫療,2018/02/23,38600433A,NTD,10.71
T1502Y 瑞銀全球創新趨勢,2018/02/23,48955264,NTD,7.26
T1601Y 群益奧斯卡,2018/02/23,48675778,NTD,26.29
T1603Y 群益葛萊美,2018/02/23,48749899,NTD,22.48
T1605B 群益新興金鑽 USD,2018/02/23,48852561B,USD,13.8584
T1605Y 群益新興金鑽,2018/02/23,48852561A,NTD,10.06
T1608Y 群益中小,2018/02/23,92028997,NTD,43.71
T1609Y 群益馬拉松A,2018/02/23,97984293A,NTD,115.75
T1610Y 群益東方盛世,2018/02/23,25602535,NTD,9.84
T1611B 群益華夏盛世$,2018/02/23,25629892B,USD,10.9371
T1611C 群益華夏盛世C,2018/02/23,25629892C,RMB,10.8124
T1611Y 群益華夏盛世,2018/02/23,25629892A,NTD,17.14
T1612Y 群益店頭市場,2018/02/23,20081352,NTD,93.46
T1613Y 群益長安,2018/02/23,81591434,NTD,27.78
T1614Y 群益創新科技,2018/02/23,19339782,NTD,30.28
T1619Y 群益印巴雙星,2018/02/23,25675430A,NTD,11.75
T1620Y 群益亞太中小,2018/02/23,25691699,NTD,13.4
T1622B 群益東協成長 USD,2018/02/23,26285038C,USD,14.1004
T1622C 群益東協成長 CNY,2018/02/23,26285038B,RMB,14.7988
T1622Y 群益東協成長,2018/02/23,26285038A,NTD,13.25
T1623B 群益印度中小$,2018/02/23,26300586B,USD,14.3231
T1623C 群益印度中小C,2018/02/23,26300586C,RMB,14.8774
T1623Y 群益印度中小,2018/02/23,26300586A,NTD,15.74
T1625B 群益大中華雙力 $,2018/02/23,26385629B,USD,10.6085
T1625C 群益大中華雙力 C,2018/02/23,26385629C,RMB,13.0748
T1625Y 群益大中華雙力,2018/02/23,26385629A,NTD,10.43
T1649A 群益全球生技,2018/02/23,38486708A,NTD,13.8
T1649B 群益全球生技$,2018/02/23,38486708B,USD,14.7292
T1650A 群益美國新創,2018/02/23,38486685A,NTD,13.3
T1650B 群益美國新創$,2018/02/23,38486685B,USD,14.5012
T1651A 群益中國新機會,2018/02/23,38524463A,NTD,9.52
T1651B 群益中國新機會$,2018/02/23,38524463B,USD,10.5045
T1651C 群益中國新機會C,2018/02/23,38524463C,RMB,8.741
T1652A 群益工業國A,2018/02/23,38531773A,NTD,11.71
T1652B 群益工業國B,2018/02/23,38531773B,NTD,10.1
T1652C 群益工業國A$,2018/02/23,38531773C,USD,13.1228
T1652D 群益工業國B$,2018/02/23,38531773D,USD,11.2924
T1652E 群益工業國AC,2018/02/23,38531773F,RMB,12.5364
T1652F 群益工業國BC,2018/02/23,38531773E,RMB,11.8206
T1657A 群益大印度基金,2018/02/23,42369604A,NTD,12.02
T1657B 群益大印度基金$,2018/02/23,42369604B,USD,13.3358
T1657C 群益大印度基金C,2018/02/23,42369604C,RMB,13.0629
T1661A 群益全球特別A,2018/02/23,42519414A,NTD,9.5
T1661B 群益全球特別B,2018/02/23,42519414B,NTD,9.21
T1661C 群益全球特別A$,2018/02/23,42519414C,USD,9.7946
T1661D 群益全球特別B$,2018/02/23,42519414D,USD,9.4977
T1661E 群益全球特別AC,2018/02/23,42519414E,RMB,9.9282
T1661F 群益全球特別BC,2018/02/23,42519414F,RMB,9.5679
T1701Y 德信大發,2018/02/23,97972846,NTD,29.15
T1706Y 德信數位時代,2018/02/23,18033138,NTD,28.78
T1712Y 德信中國精選成長,2018/02/23,25689835,NTD,12.7
T1713Y 德信台灣主流中小,2018/02/23,26288534,NTD,17.38
T1802Y 聯博大利,2018/02/23,97997635,NTD,37.77
T2003Y 日盛上選Aa,2018/02/23,81584975,NTD,31.16
T2004Y 日盛小而美,2018/02/23,73988876,NTD,18.8
T2005Y 日盛精選五虎,2018/02/23,17147078,NTD,37.02
T2006Y 日盛高科技,2018/02/23,17607591,NTD,16.6
T2007Y 日盛基金,2018/02/23,20084317,NTD,13.78
T2011Y 日盛新台商,2018/02/23,94991068,NTD,36.11
T2029Y 日盛亞洲機會基金,2018/02/23,48925706,NTD,7.9
T2030Y 日盛首選,2018/02/23,48948481,NTD,16.37
T2031Y 日盛全球抗暖化,2018/02/23,48968970,NTD,10.28
T2036Y 日盛MIT 主流,2018/02/23,26273336,NTD,15.41
T2037Y 日盛中國內需動力,2018/02/23,26323737,NTD,11.69
T2055A 日盛中國戰略A股,2018/02/23,42449987A,NTD,13.15
T2055B 日盛中國戰略A股C,2018/02/23,42449987B,RMB,12.96
T2055C 日盛中國戰略A股$,2018/02/23,42449987C,USD,13.39
T2101Y 柏瑞巨人,2018/02/23,20094820,NTD,12.8
T2107Y 柏瑞拉丁美洲,2018/02/23,48807089,NTD,10.64
T2109A 柏瑞亞太高股息 A,2018/02/23,48944099A,NTD,13.68
T2109B 柏瑞亞太高股息 B,2018/02/23,48944099B,NTD,9.14
T2109C 柏瑞亞太高股息AC,2018/02/23,48944099F,RMB,15.04
T2109D 柏瑞亞太高股息BC,2018/02/23,48944099C,RMB,10.63
T2109E 柏瑞亞太高股息N,2018/02/23,48944099D,NTD,12.07
T2109F 柏瑞亞太高股息NC,2018/02/23,48944099E,RMB,12.73
T2109J 柏瑞亞太高股息A$,2018/02/23,48944099I,USD,10.06
T2109L 柏瑞亞太高股息N$,2018/02/23,48944099K,USD,13.13
T2114Y 柏瑞五國金勢力建,2018/02/23,26259496,NTD,7.34
T2120A 柏瑞亞洲亮點股AC,2018/02/23,38547873B,RMB,14.09
T2120Y 柏瑞亞洲亮點股A,2018/02/23,38547873A,NTD,13.71
T2124A 柏瑞特股息收 A,2018/02/23,42468457A,NTD,9.96
T2124B 柏瑞特股息收 B,2018/02/23,42468457B,NTD,9.5
T2124C 柏瑞特股息收 N,2018/02/23,42468457C,NTD,9.58
T2124D 柏瑞特股息收N9,2018/02/23,42468457D,NTD,9.94
T2124E 柏瑞特股息收 AC,2018/02/23,42468457E,RMB,10.63
T2124F 柏瑞特股息收 BC,2018/02/23,42468457F,RMB,10.01
T2124G 柏瑞特股息收 NC,2018/02/23,42468457G,RMB,9.81
T2124H 柏瑞特股息收N9C,2018/02/23,42468457H,RMB,10.37
T2124J 柏瑞特股息收 A$,2018/02/23,42468457I,USD,10.42
T2124K 柏瑞特股息收 B$,2018/02/23,42468457J,USD,9.96
T2124L 柏瑞特股息收 N$,2018/02/23,42468457K,USD,9.82
T2124M 柏瑞特股息收N9$,2018/02/23,42468457L,USD,10.21
T2124N 柏瑞特股息收 BA,2018/02/23,42468457M,AUD,9.84
T2124P 柏瑞特股息收 NA,2018/02/23,42468457N,AUD,9.84
T2203Y 復華基金,2018/02/23,81587889,NTD,19.19
T2205Y FH高成,2018/02/23,73998086,NTD,60.66
T2208Y FH數位,2018/02/23,17608487,NTD,49.31
T2210Y FH中小,2018/02/23,18488279,NTD,62.88
T2216Y 復華全方位,2018/02/23,21759676,NTD,26.41
T2219Y 復華亞太成長,2018/02/23,48837540,NTD,14.21
T2252A 復華全球大趨勢 $,2018/02/23,10300441B,USD,13.58
T2252Y 復華全球大趨勢,2018/02/23,10300441A,NTD,20.27
T2260Y 復華華人世紀,2018/02/23,10374246,NTD,19.37
T2269Y 復華全球原物料,2018/02/23,25676249,NTD,9.2
T2271Y 復華大中華中小策,2018/02/23,26276235,NTD,10.09
T2278Y 復華東協世紀,2018/02/23,26334404,NTD,13.9
T2286Y 復華全球消費基金,2018/02/23,31980113A,NTD,13.2
T2287A 復華美國新星 USD,2018/02/23,31980129B,USD,12.82
T2287Y 復華美國新星基金,2018/02/23,31980129A,NTD,12.31
T2292A 復華中新經濟A 股,2018/02/23,42303511A,NTD,9.06
T2292B 復華中新A 股 C,2018/02/23,42303511B,RMB,9.84
T2294A 復華全物聯科技,2018/02/23,42400078A,NTD,14.46
T2294B 復華全物聯科技 $,2018/02/23,42400078B,USD,15.83
T2501Y 永豐永豐Aa,2018/02/23,81594690,NTD,33.32
T2503Y 永豐高科技,2018/02/23,17152509,NTD,21.38
T2506Y 永豐中小Aa,2018/02/23,13998344,NTD,47.49
T2520Y 永豐領航科技,2018/02/23,73992013,NTD,36.65
T2527Y 永豐主流品牌,2018/02/23,48890039,NTD,16.11
T2531Y 永豐亞洲民生消費,2018/02/23,25599877,NTD,12.98
T2539A 永豐中國經建 CNY,2018/02/23,31812778B,RMB,4.73
T2539Y 永豐中國經建,2018/02/23,31812778A,NTD,21.86
T2618Y 中信台灣優勢基金,2018/02/23,48809501,NTD,16.55
T2620Y 中信台灣活力A,2018/02/23,48893417,NTD,13.98
T2627A 中信全球股票息 A,2018/02/23,38654726A,NTD,9.8
T2627B 中信全球股票息 B,2018/02/23,38654726B,NTD,9.29
T2701Y 宏利臺灣股息Aa,2018/02/23,73982057,NTD,27.54
T2703Y 宏利台灣動力Aa,2018/02/23,17144889,NTD,29.44
T2723A 宏利精選中華CH,2018/02/23,48916256B,RMB,2.93
T2723Y 宏利精選中華,2018/02/23,48916256A,NTD,12.9
T2726A 宏利亞太中小 CNY,2018/02/23,25677726B,RMB,4.5015
T2726B 宏利亞太中小 USD,2018/02/23,25677726C,USD,0.7293
T2726Y 宏利亞太中小企業,2018/02/23,25677726A,NTD,20.69
T2776A 宏利全球動力股C,2018/02/23,42450034B,RMB,10
T2776Y 宏利全球動力股票,2018/02/23,42450034A,NTD,10.44
T2903Y 國泰高科技,2018/02/23,18031960,NTD,12.63
T3101Y 貝萊德寶利基金,2018/02/23,19330712,NTD,24.41
T3114A 貝萊德亞數據A,2018/02/23,42367768A,NTD,11.88
T3114B 貝萊德亞數據B,2018/02/23,42367768B,NTD,10.49
T3114C 貝萊德亞數據BC,2018/02/23,42367768C,RMB,11.64
T3114D 貝萊德亞數據B$,2018/02/23,42367768D,USD,12.16
T3201Y 野村優質,2018/02/23,19330754A,NTD,33.4
T3203Y 野村成長,2018/02/23,17146752,NTD,29.19
T3205Y 野村e 科技,2018/02/23,18037937,NTD,20.4
T3207Y 野村中小,2018/02/23,18488469A,NTD,46.15
T3208Y 野村全球品牌,2018/02/23,14697373,NTD,27
T3209A 野村全球高股息 A,2018/02/23,94988015A,NTD,18.98
T3209B 野村全球高股息 B,2018/02/23,94988015B,NTD,12.99
T3209E 野村全球高股息AC,2018/02/23,94988015C,RMB,12.21
T3209F 野村全球高股息BC,2018/02/23,94988015D,RMB,11.32
T3213A 野村歐洲高股息 A,2018/02/23,99975165A,NTD,11.76
T3213B 野村歐洲高股息 B,2018/02/23,99975165B,NTD,8.36
T3217A 野村亞太高股息 A,2018/02/23,48745964A,NTD,13.89
T3217B 野村亞太高股息 B,2018/02/23,48745964B,NTD,9.95
T3217E 野村亞太高股息AC,2018/02/23,48745964C,RMB,10.79
T3217F 野村亞太高股息BC,2018/02/23,48745964D,RMB,10.76
T3218Y 野村台灣運籌,2018/02/23,00988316,NTD,35.76
T3219Y 野村鴻運,2018/02/23,00968493,NTD,20.92
T3220C 野村環球 USD,2018/02/23,01021518C,USD,12.39
T3220E 野村環球 CNY,2018/02/23,01021518B,RMB,15.51
T3220Y 野村環球,2018/02/23,01021518A,NTD,16.49
T3223Y 野村積極成長,2018/02/23,01031564,NTD,12.31
T3224Y 野村新馬,2018/02/23,92017008,NTD,16.87
T3227Y 野村泰國,2018/02/23,20089404,NTD,45.14
T3228Y 野村高科技,2018/02/23,17600534,NTD,10.43
T3236Y 野村台灣高股,2018/02/23,99973878,NTD,23.03
T3237Y 野村全球生技醫療,2018/02/23,48844514,NTD,16.37
T3244Y 野村全球氣候變遷,2018/02/23,48968900,NTD,8.51
T3246Y 野村大俄羅斯,2018/02/23,10306992,NTD,8.23
T3248Y 野村中國機會,2018/02/23,25530596,NTD,15.03
T3251Y 野村巴西,2018/02/23,25652008,NTD,6.81
T3254Y 野村印度潛力,2018/02/23,26278374,NTD,12.88
T3255Y 野村印尼潛力,2018/02/23,26278389,NTD,10.97
T3267A 野村歐洲中小成,2018/02/23,38620711A,NTD,11.29
T3267C 野村歐洲中小成 $,2018/02/23,38620711B,USD,11.63
T3267E 野村歐洲中小成 C,2018/02/23,38620711C,RMB,12.17
T3293Y 野村日本領先基金,2018/02/23,42333108A,NTD,12.55
T3303Y 聯邦精選科技,2018/02/23,17597236,NTD,12.41
T3305Y 聯邦中國龍,2018/02/23,18496290,NTD,24.49
T3342A 聯邦全高息策A,2018/02/23,42525400A,NTD,9.8339
T3342B 聯邦全高息策B,2018/02/23,42525400B,NTD,9.7359
T3342C 聯邦全高息策A$,2018/02/23,42525400C,USD,10.1912
T3342D 聯邦全高息策B$,2018/02/23,42525400D,USD,10.0899
T3501Y 鋒裕匯理阿波羅Aa,2018/02/23,17597600,NTD,11.08
T3515Y 未來台灣新趨勢,2018/02/23,10341251,NTD,17.89
T3518Y 鋒裕匯理亞新富Aa,2018/02/23,26378535,NTD,21.97
T3521Y 未來資全球大消費,2018/02/23,31971888,NTD,14.86
T3601Y 安聯台灣大壩,2018/02/23,17604124,NTD,24.5
T3604Y 安聯台灣科技,2018/02/23,18480065,NTD,42.36
T3605B 安聯全球生技 USD,2018/02/23,14693593B,USD,9.88
T3605Y 安聯全球生技趨勢,2018/02/23,14693593A,NTD,35.31
T3608Y 安聯亞洲動態,2018/02/23,99337168,NTD,25.6
T3610Y 安聯全球新興,2018/02/23,99978472,NTD,19.44
T3615Y 安聯全球綠能,2018/02/23,48806595,NTD,9.65
T3617Y 安聯全球人口,2018/02/23,48937267,NTD,11.38
T3618Y 安聯全球農金,2018/02/23,48981946,NTD,9.95
T3619Y 安聯台灣智慧,2018/02/23,48997911,NTD,27.87
T3621Y 安聯中國策略,2018/02/23,25589337A,NTD,15.92
T3622Y 安聯全球油礦,2018/02/23,25627819,NTD,8.2
T3623Y 安聯中國東協,2018/02/23,25680150,NTD,16.88
T3631A 安聯中新思路,2018/02/23,42319470A,NTD,13.32
T3631B 安聯新思路 C,2018/02/23,42319470B,RMB,14.79
T3631C 安聯新思路 $,2018/02/23,42319470C,USD,14.94
T3701Y 國泰國泰A,2018/02/23,17612497A,NTD,23.05
T3703Y 國泰中小成長,2018/02/23,18043059A,NTD,44.82
T3706Y 國泰大中華,2018/02/23,19291128,NTD,21.08
T3707Y 國泰科技生化,2018/02/23,14705562,NTD,36.77
T3714Y 國泰小龍,2018/02/23,01031874A,NTD,16.11
T3720U 國泰全球基建 $,2018/02/23,48832881B,USD,0.4655
T3720Y 國泰全球基礎建設,2018/02/23,48832881A,NTD,12.83
T3723U 國泰全球環保 $,2018/02/23,48973191B,USD,0.3078
T3723Y 國泰全球環保趨勢,2018/02/23,48973191A,NTD,9.01
T3726U 國泰中港台 USD,2018/02/23,25621998B,USD,0.5754
T3726Y 國泰中港台,2018/02/23,25621998A,NTD,16.8
T3728U 國泰新興市場 USD,2018/02/23,26203542B,USD,0.4267
T3728Y 國泰新興市場,2018/02/23,26203542A,NTD,12.5
T3729U 國泰全球資源 USD,2018/02/23,26273455B,USD,0.1923
T3729Y 國泰全球資源,2018/02/23,26273455A,NTD,5.72
T3731C 國泰中國內需$I,2018/02/23,26317735C,USD,0.7981
